SEASON,HOME,AWAY,W_HOME,W_AWAY,HOME_FG,AWAY_FG,HOME_FGA,AWAY_FGA,HOME_FG_PCT,AWAY_FG_PCT,HOME_FG3,AWAY_FG3,HOME_FG3A,AWAY_FG3A,HOME_FG3_PCT,AWAY_FG3_PCT,HOME_FT,AWAY_FT,HOME_FTA,AWAY_FTA,HOME_FT_PCT,AWAY_FT_PCT,HOME_OFF_REB,AWAY_OFF_REB,HOME_DEF_REB,AWAY_DEF_REB,HOME_TOT_REB,AWAY_TOT_REB,HOME_AST,AWAY_AST,HOME_STL,AWAY_STL,HOME_TURNOVERS,AWAY_TURNOVERS,HOME_BLK,AWAY_BLK,HOME_PTS,AWAY_PTS
2019-20,Nuggets,Lakers,0,1,44,47,88,93,0.5,0.505,11,12,25,33,0.44,0.364,17,14,22,27,0.773,0.519,3,10,39,39,50,58,32,29,9,8,12,12,2,4,116,120
2019-20,Nuggets,Spurs,1,0,45,41,80,85,0.563,0.482,18,16,35,32,0.514,0.5,19,22,23,25,0.826,0.88,9,9,28,27,43,43,34,33,7,7,11,10,5,1,127,120
2019-20,Suns,Nuggets,0,1,38,45,87,82,0.437,0.549,9,11,32,28,0.281,0.393,23,16,23,21,1,0.762,11,8,30,32,45,46,25,23,7,7,14,14,4,7,108,117
2019-20,Jazz,Nuggets,0,1,36,39,86,90,0.419,0.433,14,7,39,30,0.359,0.233,9,13,14,18,0.643,0.722,7,13,39,39,54,57,20,23,5,8,14,11,1,5,95,98
2019-20,Nuggets,Trail Blazers,1,0,46,36,90,91,0.511,0.396,17,9,34,31,0.5,0.29,18,18,25,22,0.72,0.818,12,9,38,27,67,43,30,16,5,5,14,9,7,6,127,99
2019-20,Pistons,Nuggets,1,0,48,48,94,96,0.511,0.5,14,10,31,32,0.452,0.313,18,17,24,22,0.75,0.773,11,14,32,33,52,53,33,30,4,7,12,10,2,7,128,123
2019-20,Bucks,Nuggets,0,1,43,48,95,100,0.453,0.48,12,22,40,46,0.3,0.478,17,9,26,9,0.654,1,7,7,39,43,58,55,29,29,7,8,13,13,5,10,115,127
2019-20,Nuggets,Jazz,1,0,40,36,85,78,0.471,0.462,9,17,27,37,0.333,0.459,17,11,21,17,0.81,0.647,8,5,35,30,52,45,25,24,7,4,10,16,5,6,106,100
2019-20,Grizzlies,Nuggets,1,0,46,32,82,86,0.561,0.372,6,17,18,45,0.333,0.378,6,15,14,18,0.429,0.833,6,13,35,31,50,51,32,23,12,9,16,19,11,4,104,96
2019-20,Nuggets,Rockets,1,0,44,40,93,88,0.473,0.455,11,11,28,33,0.393,0.333,18,19,20,27,0.9,0.704,11,15,31,29,54,53,28,19,10,6,15,18,3,7,117,110
2019-20,Rockets,Nuggets,1,0,42,42,89,92,0.472,0.457,13,10,29,28,0.448,0.357,24,11,28,15,0.857,0.733,18,13,35,27,60,45,26,25,10,12,19,15,7,6,121,105
2019-20,Timberwolves,Nuggets,0,1,38,43,91,90,0.418,0.478,13,11,42,31,0.31,0.355,11,10,14,12,0.786,0.833,11,13,31,40,46,59,26,26,7,9,9,13,5,1,100,107
2019-20,Nuggets,Pacers,0,1,41,43,88,86,0.466,0.5,3,13,23,29,0.13,0.448,22,16,32,19,0.688,0.842,12,11,32,27,58,45,22,31,10,1,9,15,4,4,107,115
2019-20,Warriors,Nuggets,0,1,42,47,95,100,0.442,0.47,20,17,45,35,0.444,0.486,27,23,31,26,0.871,0.885,10,15,32,41,49,64,36,31,12,11,19,21,6,6,131,134
2019-20,Nuggets,Hornets,1,0,38,33,79,81,0.481,0.407,9,12,28,35,0.321,0.343,15,8,25,14,0.6,0.571,3,9,37,33,52,53,28,28,8,4,13,15,7,6,100,86
2019-20,Nuggets,Clippers,1,0,37,38,77,84,0.481,0.452,11,8,25,33,0.44,0.242,29,20,37,26,0.784,0.769,9,10,35,32,53,47,24,21,7,8,14,14,4,5,114,104
2019-20,Wizards,Nuggets,1,0,50,40,91,87,0.549,0.46,6,6,16,29,0.375,0.207,22,28,27,34,0.815,0.824,14,9,35,24,56,43,20,18,5,6,11,12,6,2,128,114
2019-20,Pacers,Nuggets,0,1,43,46,82,87,0.524,0.529,12,8,26,27,0.462,0.296,18,24,25,27,0.72,0.889,9,15,25,32,38,52,32,27,7,7,9,10,3,2,116,124
2019-20,Rockets,Nuggets,1,0,46,45,87,97,0.529,0.464,16,8,34,25,0.471,0.32,22,6,31,9,0.71,0.667,13,14,30,25,58,47,20,25,6,7,15,16,7,5,130,104
2019-20,Nuggets,Kings,1,0,42,45,81,85,0.519,0.529,8,13,29,34,0.276,0.382,28,12,31,17,0.903,0.706,10,9,27,26,43,44,23,32,6,5,12,14,4,4,120,115
2019-20,Nuggets,Grizzlies,1,0,45,41,93,84,0.484,0.488,9,9,29,30,0.31,0.3,20,19,27,25,0.741,0.76,10,11,33,34,52,52,28,32,9,5,10,17,4,5,119,110
2019-20,Suns,Nuggets,0,1,42,43,87,78,0.483,0.551,13,15,37,28,0.351,0.536,14,12,18,15,0.778,0.8,9,6,29,33,44,43,29,31,10,10,17,21,0,1,111,113
2019-20,Lakers,Nuggets,0,1,39,45,83,92,0.47,0.489,10,11,29,32,0.345,0.344,16,27,22,30,0.727,0.9,18,17,27,27,50,50,18,31,7,13,19,10,9,2,104,128
2019-20,Nuggets,Timberwolves,1,0,44,36,89,87,0.494,0.414,10,10,28,42,0.357,0.238,11,18,12,27,0.917,0.667,10,16,34,30,52,54,27,20,9,8,16,14,5,8,109,100
2019-20,Nuggets,Magic,1,0,40,37,84,87,0.476,0.425,11,11,27,29,0.407,0.379,22,19,25,21,0.88,0.905,14,8,38,27,58,41,28,25,8,9,19,13,3,5,113,104
2019-20,Nuggets,Knicks,1,0,44,44,94,94,0.468,0.468,10,8,28,32,0.357,0.25,13,9,19,10,0.684,0.9,17,14,31,33,54,53,27,20,5,9,9,11,6,2,111,105
2019-20,Nuggets,Thunder,1,0,43,38,85,81,0.506,0.469,7,6,27,23,0.259,0.261,17,20,23,23,0.739,0.87,10,7,34,30,52,42,30,22,6,7,16,15,3,3,110,102
2019-20,Nuggets,Trail Blazers,1,0,42,41,88,86,0.477,0.477,18,9,36,30,0.5,0.3,12,8,19,11,0.632,0.727,15,7,33,28,58,43,25,22,6,4,11,9,2,7,114,99
2019-20,76ers,Nuggets,1,0,37,37,89,85,0.416,0.435,12,7,36,27,0.333,0.259,11,11,16,12,0.688,0.917,12,5,37,33,61,45,24,29,9,12,17,14,3,9,97,92
2019-20,Nets,Nuggets,1,0,40,36,87,89,0.46,0.404,7,18,28,42,0.25,0.429,18,12,23,14,0.783,0.857,10,7,38,30,58,49,25,25,5,4,13,13,1,5,105,102
2019-20,Knicks,Nuggets,0,1,34,49,83,87,0.41,0.563,9,21,34,39,0.265,0.538,15,10,23,18,0.652,0.556,5,9,28,39,45,58,23,38,9,8,14,14,7,5,92,129
2019-20,Nuggets,Lakers,0,1,37,39,91,84,0.407,0.464,6,7,29,24,0.207,0.292,16,20,17,30,0.941,0.667,7,14,28,42,42,68,26,24,9,8,11,16,4,5,96,105
2019-20,Kings,Nuggets,1,0,37,36,96,87,0.385,0.414,8,11,33,32,0.242,0.344,18,14,21,21,0.857,0.667,13,9,37,39,63,57,22,23,12,11,16,17,4,5,100,97
2019-20,Nuggets,Wizards,1,0,47,40,90,95,0.522,0.421,6,10,24,40,0.25,0.25,17,14,23,21,0.739,0.667,10,5,48,31,67,44,31,26,8,9,21,12,6,3,117,104
2019-20,Nuggets,Suns,1,0,43,41,91,82,0.473,0.5,14,12,31,35,0.452,0.343,16,10,23,12,0.696,0.833,19,7,33,29,57,41,24,25,4,4,11,12,2,2,116,104
2019-20,Nuggets,Rockets,1,0,44,32,94,76,0.468,0.421,9,12,27,38,0.333,0.316,8,19,15,25,0.533,0.76,15,9,33,34,56,51,29,19,13,9,15,21,4,2,105,95
2019-20,Grizzlies,Nuggets,0,1,39,49,84,89,0.464,0.551,16,18,36,32,0.444,0.563,20,15,24,23,0.833,0.652,9,6,36,33,52,45,29,36,4,10,16,12,3,10,114,131
2019-20,Nuggets,Nets,1,0,43,36,101,95,0.426,0.379,10,8,33,38,0.303,0.211,5,13,10,16,0.5,0.813,14,7,48,44,66,59,26,19,4,3,7,7,3,2,101,93
2019-20,Timberwolves,Nuggets,0,1,34,39,97,101,0.351,0.386,6,11,45,28,0.133,0.393,24,11,33,17,0.727,0.647,15,14,38,43,69,71,22,26,9,6,13,20,10,4,98,100
2019-20,Nuggets,76ers,1,0,39,38,87,86,0.448,0.442,9,13,22,26,0.409,0.5,13,8,17,17,0.765,0.471,7,11,34,38,48,61,28,28,10,8,10,18,11,8,100,97
2019-20,Nuggets,Heat,1,0,45,32,86,88,0.523,0.364,9,9,23,29,0.391,0.31,10,16,16,25,0.625,0.64,9,13,38,31,55,57,35,23,10,12,20,15,3,5,109,89
2019-20,Magic,Nuggets,0,1,37,27,86,73,0.43,0.37,6,9,29,28,0.207,0.321,7,28,11,39,0.636,0.718,10,7,37,34,55,55,22,15,8,8,16,14,7,3,87,91
2019-20,Kings,Nuggets,0,1,36,36,91,98,0.396,0.367,12,10,37,36,0.324,0.278,10,19,16,21,0.625,0.905,15,19,33,35,55,70,25,19,6,8,13,12,8,5,94,101
2019-20,Nuggets,Suns,1,0,36,34,92,86,0.391,0.395,7,8,27,28,0.259,0.286,29,31,36,32,0.806,0.969,8,10,37,44,57,59,21,25,7,5,14,18,12,1,108,107
2019-20,Trail Blazers,Nuggets,0,1,36,34,87,81,0.414,0.42,7,18,28,32,0.25,0.563,21,22,23,27,0.913,0.815,13,11,35,34,55,50,13,24,9,11,20,20,4,4,100,108
2019-20,Warriors,Clippers,0,1,37,46,79,92,0.468,0.5,11,20,38,44,0.289,0.455,22,19,27,19,0.815,1,4,11,31,36,41,52,25,28,3,5,10,11,0,2,107,131
2019-20,Warriors,76ers,1,0,44,41,80,84,0.55,0.488,9,13,25,34,0.36,0.382,21,19,28,22,0.75,0.864,7,11,28,30,43,46,30,29,4,3,7,11,2,2,118,114
2019-20,Warriors,Raptors,0,1,40,40,98,84,0.408,0.476,14,13,52,41,0.269,0.317,19,28,25,31,0.76,0.903,14,3,38,36,66,45,34,28,4,10,16,12,5,3,113,121
2019-20,Warriors,Wizards,0,1,42,40,89,82,0.472,0.488,9,20,28,30,0.321,0.667,17,24,24,27,0.708,0.889,18,5,34,29,58,41,25,24,7,10,22,13,7,5,110,124
2019-20,Suns,Warriors,0,1,34,41,83,87,0.41,0.471,12,9,29,30,0.414,0.3,19,24,23,32,0.826,0.75,8,13,32,36,53,54,24,30,3,9,20,10,5,6,99,115
2019-20,Warriors,Lakers,0,1,34,45,80,88,0.425,0.511,9,8,32,24,0.281,0.333,9,18,10,27,0.9,0.667,5,8,32,36,43,56,27,24,7,13,27,17,3,5,86,116
2019-20,Warriors,Kings,0,1,35,40,79,76,0.443,0.526,4,13,28,30,0.143,0.433,20,19,24,34,0.833,0.559,5,2,29,38,45,54,21,25,7,7,17,10,2,4,94,112
2019-20,Warriors,Rockets,0,1,44,45,89,85,0.494,0.529,7,25,33,49,0.212,0.51,10,20,12,22,0.833,0.909,13,8,27,28,46,43,26,31,11,14,23,16,7,7,105,135
2019-20,Suns,Warriors,1,0,42,39,91,77,0.462,0.506,14,11,37,31,0.378,0.355,14,17,15,19,0.933,0.895,8,4,32,34,46,44,25,27,14,8,14,22,4,7,112,106
2019-20,Warriors,Heat,0,1,30,43,77,87,0.39,0.494,11,12,34,33,0.324,0.364,30,15,34,21,0.882,0.714,6,7,34,38,46,55,23,36,8,10,16,12,2,3,101,113
2019-20,Warriors,Lakers,0,1,46,43,89,82,0.517,0.524,13,14,32,29,0.406,0.483,15,25,23,34,0.652,0.735,8,12,25,35,39,60,31,29,15,11,18,24,6,2,120,125
2019-20,Nets,Warriors,1,0,51,35,100,96,0.51,0.365,14,5,34,39,0.412,0.128,13,13,15,18,0.867,0.722,14,7,51,27,75,42,29,20,4,6,15,7,1,7,129,88
2019-20,Wizards,Warriors,0,1,42,43,83,87,0.506,0.494,9,15,22,30,0.409,0.5,24,24,29,31,0.828,0.774,2,12,33,32,46,51,28,31,6,8,11,14,4,6,117,125
2019-20,76ers,Warriors,1,0,42,37,82,87,0.512,0.425,11,15,32,40,0.344,0.375,20,15,26,21,0.769,0.714,2,6,42,34,56,46,28,29,5,6,16,14,3,3,115,104
2019-20,Warriors,Pacers,0,1,40,50,82,87,0.488,0.575,19,17,39,28,0.487,0.607,19,12,23,13,0.826,0.923,7,5,31,31,44,40,31,35,6,15,20,12,3,4,118,129
2019-20,Warriors,Jazz,0,1,35,50,88,93,0.398,0.538,6,17,23,40,0.261,0.425,20,12,24,23,0.833,0.522,11,15,26,41,44,67,20,31,5,5,8,11,5,3,96,129
2019-20,Trail Blazers,Warriors,1,0,44,48,100,116,0.44,0.414,14,9,44,36,0.318,0.25,27,19,30,22,0.9,0.864,12,19,42,41,61,69,21,30,4,7,12,9,11,5,129,124
2019-20,Warriors,Magic,1,0,43,39,94,86,0.457,0.453,12,9,40,31,0.3,0.29,11,8,11,13,1,0.615,7,9,37,37,51,52,25,21,9,7,11,15,2,5,109,95
2019-20,Grizzlies,Warriors,1,0,45,35,100,92,0.45,0.38,11,17,35,34,0.314,0.5,21,15,25,21,0.84,0.714,18,12,42,35,65,57,33,23,17,11,17,22,7,6,122,102
2019-20,Clippers,Warriors,1,0,41,37,84,96,0.488,0.385,11,8,39,39,0.282,0.205,16,18,22,25,0.727,0.72,9,13,45,33,60,55,27,28,5,9,19,10,7,1,109,100
2019-20,Warriors,Bucks,0,1,33,35,87,87,0.379,0.402,15,9,38,41,0.395,0.22,17,28,20,32,0.85,0.875,12,5,40,42,58,55,29,22,7,11,19,10,4,3,98,107
2019-20,Kings,Warriors,1,0,39,34,81,86,0.481,0.395,15,5,30,26,0.5,0.192,18,25,23,32,0.783,0.781,6,10,37,34,49,57,27,19,10,13,23,19,3,4,111,98
2019-20,Warriors,Pistons,0,1,33,43,82,83,0.402,0.518,11,11,21,27,0.524,0.407,27,14,32,16,0.844,0.875,11,9,31,37,47,49,26,24,13,13,14,21,3,5,104,111
2019-20,Timberwolves,Warriors,1,0,38,33,95,77,0.4,0.429,13,3,43,20,0.302,0.15,10,15,17,21,0.588,0.714,17,7,35,36,62,52,22,20,7,9,15,17,7,1,99,84
2019-20,Spurs,Warriors,1,0,45,44,96,96,0.469,0.458,14,12,31,27,0.452,0.444,13,13,17,18,0.765,0.722,10,9,43,35,61,51,30,31,6,5,10,9,6,6,117,113
2019-20,Warriors,Suns,1,0,38,35,92,75,0.413,0.467,9,7,27,33,0.333,0.212,20,19,25,24,0.8,0.792,11,11,30,38,49,55,22,22,10,6,11,27,5,1,105,96
2019-20,Warriors,Rockets,1,0,41,37,87,100,0.471,0.37,9,16,28,51,0.321,0.314,25,14,28,16,0.893,0.875,11,14,43,35,61,53,27,19,7,8,16,12,8,3,116,104
2019-20,Warriors,Timberwolves,1,0,38,35,87,87,0.437,0.402,12,11,30,34,0.4,0.324,25,23,30,29,0.833,0.793,13,9,42,31,62,50,27,16,11,10,20,16,6,7,113,104
2019-20,Trail Blazers,Warriors,1,0,44,41,97,103,0.454,0.398,9,16,31,38,0.29,0.421,25,14,28,23,0.893,0.609,14,17,43,33,67,60,19,24,6,7,11,8,8,7,122,112
2019-20,Warriors,Kings,0,1,30,38,76,63,0.395,0.603,6,10,25,22,0.24,0.455,13,14,18,16,0.722,0.875,7,4,18,34,34,44,24,27,14,9,21,29,1,3,79,100
2019-20,Jazz,Warriors,1,0,37,41,79,91,0.468,0.451,16,9,38,29,0.421,0.31,24,15,31,22,0.774,0.682,7,14,36,34,51,55,22,19,5,9,13,12,3,7,114,106
2019-20,Warriors,Knicks,0,1,45,43,104,90,0.433,0.478,10,12,37,29,0.27,0.414,22,26,30,34,0.733,0.765,14,12,32,46,53,69,27,25,10,5,8,19,6,7,122,124
2019-20,Warriors,Grizzlies,0,1,35,41,93,82,0.376,0.5,11,15,27,40,0.407,0.375,21,13,25,17,0.84,0.765,10,1,36,41,56,51,23,29,10,13,16,20,6,6,102,110
2019-20,Hornets,Warriors,1,0,40,36,87,78,0.46,0.462,21,9,48,23,0.438,0.391,5,10,8,15,0.625,0.667,11,6,33,31,52,45,30,18,11,7,15,16,7,3,106,91
2019-20,Magic,Warriors,1,0,37,36,87,91,0.425,0.396,11,6,33,23,0.333,0.261,15,18,22,23,0.682,0.783,12,15,36,31,60,57,21,21,7,6,15,12,8,5,100,96
2019-20,Heat,Warriors,1,0,44,30,82,77,0.537,0.39,13,10,25,28,0.52,0.357,21,35,28,40,0.75,0.875,10,5,39,26,58,39,23,19,7,4,16,9,3,3,122,105
2019-20,Warriors,Thunder,0,1,37,40,89,85,0.416,0.471,9,11,20,32,0.45,0.344,14,9,16,11,0.875,0.818,9,9,32,34,50,51,27,26,10,5,13,16,7,13,97,100
2019-20,Jazz,Warriors,1,0,43,43,85,94,0.506,0.457,14,12,32,28,0.438,0.429,13,11,16,12,0.813,0.917,8,6,40,31,56,41,23,28,4,11,21,9,10,3,113,109
2019-20,Grizzlies,Warriors,0,1,36,43,88,90,0.409,0.478,9,9,25,29,0.36,0.31,14,19,19,22,0.737,0.864,7,11,30,40,45,62,26,33,6,5,14,15,4,10,95,114
2019-20,Lakers,Warriors,1,0,48,36,89,89,0.539,0.404,9,9,20,35,0.45,0.257,15,13,18,17,0.833,0.765,13,10,38,23,60,41,31,29,8,8,19,17,6,7,120,94
2019-20,Warriors,Jazz,0,1,45,40,94,81,0.479,0.494,10,16,31,35,0.323,0.457,8,26,14,32,0.571,0.813,8,5,36,38,51,51,23,30,8,3,10,12,2,3,108,122
2019-20,Thunder,Warriors,1,0,43,42,79,85,0.544,0.494,14,7,30,22,0.467,0.318,14,17,17,17,0.824,1,7,6,35,28,43,39,30,22,7,9,19,15,5,6,114,108
2019-20,Timberwolves,Warriors,1,0,48,43,111,103,0.432,0.417,9,10,36,35,0.25,0.286,20,23,29,24,0.69,0.958,20,13,39,36,73,60,20,18,10,12,19,20,10,9,125,119
2019-20,Rockets,Warriors,1,0,48,38,97,96,0.495,0.396,21,13,45,33,0.467,0.394,12,23,19,28,0.632,0.821,11,16,39,35,61,58,31,22,7,7,13,11,9,1,129,112
2019-20,Warriors,Trail Blazers,1,0,42,47,86,105,0.488,0.448,10,13,26,40,0.385,0.325,33,11,36,14,0.917,0.786,8,16,39,28,56,52,28,16,4,5,10,6,4,6,127,118
2019-20,Warriors,Hornets,0,1,34,36,77,85,0.442,0.424,9,5,28,29,0.321,0.172,10,16,13,23,0.769,0.696,5,16,35,32,46,56,23,18,5,6,18,13,5,1,87,93
2019-20,Warriors,Spurs,0,1,39,44,84,93,0.464,0.473,13,13,28,35,0.464,0.371,19,26,21,30,0.905,0.867,7,16,32,36,43,57,25,23,4,4,11,11,2,2,110,127
2019-20,Warriors,Suns,0,1,36,44,82,96,0.439,0.458,8,15,28,36,0.286,0.417,30,18,36,21,0.833,0.857,7,13,36,32,52,55,24,33,8,12,18,17,6,4,110,121
2019-20,Thunder,Warriors,1,0,44,30,78,92,0.564,0.326,15,5,32,33,0.469,0.152,17,27,22,31,0.773,0.871,8,12,42,27,56,49,24,17,8,13,24,15,5,2,120,92
2019-20,Warriors,Clippers,0,1,39,50,99,80,0.394,0.625,15,18,42,32,0.357,0.563,29,23,30,30,0.967,0.767,15,3,27,36,49,49,27,33,7,7,13,20,0,5,122,141
2019-20,Rockets,76ers,0,1,35,49,80,87,0.438,0.563,12,18,48,38,0.25,0.474,14,18,16,22,0.875,0.818,1,8,26,43,31,58,25,31,10,8,17,16,9,4,96,134
2019-20,Rockets,Pacers,0,1,32,40,86,100,0.372,0.4,16,11,57,31,0.281,0.355,24,17,28,22,0.857,0.773,6,12,43,42,57,66,20,25,8,15,20,15,6,7,104,108
2019-20,Spurs,Rockets,1,0,46,36,93,89,0.495,0.404,13,14,32,48,0.406,0.292,18,19,20,21,0.9,0.905,9,4,50,33,62,42,28,18,10,14,22,18,5,3,123,105
2019-20,Kings,Rockets,0,1,41,43,87,91,0.471,0.473,10,18,37,57,0.27,0.316,20,25,23,30,0.87,0.833,5,8,36,40,48,54,29,21,9,9,18,15,2,3,112,129
2019-20,Rockets,Lakers,1,0,36,35,84,77,0.429,0.455,21,2,57,19,0.368,0.105,20,25,23,36,0.87,0.694,4,12,30,36,45,59,26,18,11,11,20,25,5,6,113,97
2019-20,Trail Blazers,Rockets,1,0,39,34,95,87,0.411,0.391,12,19,31,53,0.387,0.358,20,15,29,24,0.69,0.625,15,5,49,34,75,52,18,24,7,7,12,10,5,3,110,102
2019-20,Rockets,Bucks,1,0,36,45,91,92,0.396,0.489,21,9,61,35,0.344,0.257,27,17,31,23,0.871,0.739,6,17,30,48,43,69,22,21,15,6,9,23,3,6,120,116
2019-20,Rockets,Timberwolves,1,0,41,40,80,83,0.513,0.482,15,14,38,35,0.395,0.4,20,17,26,23,0.769,0.739,5,8,28,33,45,49,24,21,9,9,18,19,5,0,117,111
2019-20,Rockets,Magic,0,1,39,44,88,91,0.443,0.484,9,13,32,29,0.281,0.448,19,25,25,31,0.76,0.806,11,13,27,36,50,58,21,21,10,11,18,15,7,4,106,126
2019-20,Hornets,Rockets,1,0,37,35,70,76,0.529,0.461,15,15,32,45,0.469,0.333,19,14,25,20,0.76,0.7,6,13,24,29,38,48,29,22,7,9,17,21,1,3,108,99
2019-20,Rockets,Clippers,0,1,35,39,97,84,0.361,0.464,7,13,42,40,0.167,0.325,28,29,36,39,0.778,0.744,15,9,36,48,58,67,19,22,6,5,11,16,5,6,105,120
2019-20,Knicks,Rockets,1,0,47,39,97,94,0.485,0.415,12,20,30,56,0.4,0.357,19,25,30,27,0.633,0.926,20,8,45,26,76,42,26,25,6,11,19,12,7,5,125,123
2019-20,Rockets,Grizzlies,1,0,52,43,93,108,0.559,0.398,23,13,50,39,0.46,0.333,13,13,15,21,0.867,0.619,9,22,35,27,52,64,22,28,8,9,19,16,7,3,140,112
2019-20,Rockets,Knicks,1,0,43,40,86,91,0.5,0.44,16,11,48,29,0.333,0.379,21,21,31,30,0.677,0.7,5,16,33,38,51,62,20,20,11,12,13,17,7,8,123,112
2019-20,Jazz,Rockets,0,1,42,45,90,92,0.467,0.489,7,20,31,48,0.226,0.417,19,10,24,14,0.792,0.714,6,6,40,36,57,47,18,20,1,9,13,10,2,5,110,120
2019-20,Rockets,Jazz,0,1,44,42,95,86,0.463,0.488,15,15,42,38,0.357,0.395,10,15,14,18,0.714,0.833,7,10,29,38,46,56,20,25,10,2,8,16,5,4,113,114
2019-20,Suns,Rockets,1,0,43,29,77,85,0.558,0.341,15,11,31,48,0.484,0.229,26,22,27,26,0.963,0.846,10,8,41,21,55,40,29,16,10,8,23,16,9,5,127,91
2019-20,Lakers,Rockets,0,1,45,43,91,85,0.495,0.506,9,19,31,42,0.29,0.452,12,16,16,18,0.75,0.889,6,6,32,31,49,45,33,20,10,8,16,16,4,4,111,121
2019-20,Rockets,Hornets,1,0,43,39,97,83,0.443,0.47,20,13,60,33,0.333,0.394,19,19,23,24,0.826,0.792,7,12,34,41,47,60,25,22,11,2,5,17,5,2,125,110
2019-20,Trail Blazers,Rockets,1,0,46,40,89,94,0.517,0.426,13,17,36,47,0.361,0.362,20,15,27,18,0.741,0.833,10,9,40,30,60,47,24,21,8,8,19,15,8,5,125,112
2019-20,Jazz,Rockets,0,1,43,38,85,81,0.506,0.469,12,15,42,40,0.286,0.375,19,35,26,49,0.731,0.714,2,6,36,34,52,54,24,14,7,11,18,17,3,4,117,126
2019-20,Timberwolves,Rockets,0,1,48,47,98,91,0.49,0.516,11,11,32,32,0.344,0.344,17,26,20,31,0.85,0.839,13,5,38,30,54,48,28,24,8,11,17,11,8,9,124,131
2019-20,Rockets,Thunder,0,1,43,40,97,92,0.443,0.435,9,12,45,32,0.2,0.375,12,20,17,26,0.706,0.769,9,7,34,40,54,63,21,14,6,8,11,13,7,6,107,112
2019-20,Rockets,Lakers,0,1,40,45,90,93,0.444,0.484,12,11,37,33,0.324,0.333,23,23,29,32,0.793,0.719,11,15,35,34,55,58,20,25,8,13,20,17,4,9,115,124
2019-20,Rockets,Trail Blazers,0,1,38,41,96,95,0.396,0.432,16,11,49,36,0.327,0.306,15,24,23,29,0.652,0.828,12,12,38,46,59,66,24,22,4,6,12,8,4,4,107,117
2019-20,Grizzlies,Rockets,1,0,46,37,91,86,0.505,0.43,13,14,37,45,0.351,0.311,16,22,19,24,0.842,0.917,7,9,35,32,49,50,29,18,6,4,9,16,9,2,121,110
2019-20,Rockets,Timberwolves,1,0,49,36,95,95,0.516,0.379,18,13,45,48,0.4,0.271,23,24,29,36,0.793,0.667,12,13,46,31,65,58,29,28,9,12,22,18,6,4,139,109
2019-20,Thunder,Rockets,1,0,43,34,87,89,0.494,0.382,11,11,32,40,0.344,0.275,16,13,20,14,0.8,0.929,9,8,43,31,58,46,22,16,8,4,13,14,2,3,113,92
2019-20,Rockets,76ers,1,0,41,42,86,92,0.477,0.457,12,6,32,27,0.375,0.222,24,18,32,25,0.75,0.72,8,10,38,34,56,54,22,32,6,7,14,11,3,6,118,108
2019-20,Rockets,Nets,1,0,44,37,101,92,0.436,0.402,13,11,42,39,0.31,0.282,7,13,16,21,0.438,0.619,16,9,38,38,67,62,16,24,7,7,14,15,6,5,108,98
2019-20,Kings,Rockets,0,1,41,39,87,87,0.471,0.448,7,15,30,39,0.233,0.385,15,20,23,23,0.652,0.87,11,6,38,33,62,43,20,18,4,10,19,11,4,3,104,113
2019-20,Suns,Rockets,0,1,47,51,91,87,0.516,0.586,8,19,28,41,0.286,0.463,23,18,30,23,0.767,0.783,10,5,31,32,53,39,26,23,5,4,10,10,1,5,125,139
2019-20,Clippers,Rockets,0,1,43,43,86,86,0.5,0.5,16,14,37,37,0.432,0.378,15,22,19,29,0.789,0.759,7,10,31,33,46,51,23,23,10,9,18,18,7,4,117,122
2019-20,Rockets,Spurs,1,0,40,39,98,91,0.408,0.429,11,12,43,33,0.256,0.364,18,17,27,20,0.667,0.85,14,8,44,45,66,56,20,23,9,5,13,18,6,4,109,107
2019-20,Rockets,Pistons,0,1,41,41,102,92,0.402,0.446,13,12,45,37,0.289,0.324,12,21,18,25,0.667,0.84,11,11,35,44,55,67,18,27,9,6,11,14,8,6,107,115
2019-20,Magic,Rockets,0,1,40,48,91,86,0.44,0.558,15,22,37,39,0.405,0.564,12,12,16,13,0.75,0.923,13,7,24,35,46,48,24,21,3,5,7,9,6,7,107,130
2019-20,Rockets,Kings,0,1,41,40,84,88,0.488,0.455,17,20,50,45,0.34,0.444,19,19,23,22,0.826,0.864,11,9,40,28,60,38,25,24,4,14,19,10,6,5,118,119
2019-20,Rockets,Suns,1,0,41,40,91,96,0.451,0.417,11,11,40,35,0.275,0.314,22,18,30,28,0.733,0.643,10,13,41,38,61,63,21,29,10,4,16,16,7,3,115,109
2019-20,Raptors,Rockets,0,1,38,40,88,98,0.432,0.408,12,22,39,55,0.308,0.4,21,17,24,19,0.875,0.895,12,20,33,34,51,62,27,29,14,11,18,23,5,2,109,119
2019-20,Spurs,Rockets,1,0,50,42,106,111,0.472,0.378,13,15,30,51,0.433,0.294,22,34,32,36,0.688,0.944,12,18,44,42,71,66,35,22,10,11,21,17,8,7,135,133
2019-20,Rockets,Heat,1,0,38,37,83,80,0.458,0.463,15,14,44,37,0.341,0.378,26,20,33,27,0.788,0.741,9,8,34,33,53,49,19,22,11,8,15,19,2,3,117,108
2019-20,Clippers,Rockets,1,0,45,39,87,84,0.517,0.464,13,15,33,43,0.394,0.349,19,26,24,38,0.792,0.684,10,11,37,32,55,49,27,22,9,11,19,15,4,2,122,119
